Table Name,State Code,District Code,Town Code,Total/ Rural/ Urban,Area Name,Age-Group,Total - Persons,Total - Males,Total - Females,Illiterate - Persons,Illiterate - Males,Illiterate - Females,Literate - Persons,Literate - Males,Literate - Females,Educational Level - Literate without Educational Level Persons,Educational Level - Literate without Educational Level Males,Educational Level - Literate without Educational Level Females,Educational Level - Below Primary Persons,Educational Level - Below Primary Males,Educational Level - Below Primary Females,Educational Level - Primary Persons,Educational Level - Primary Males,Educational Level - Primary Females,Educational Level - Middle Persons,Educational Level - Middle Males,Educational Level - Middle Females,Educational Level - Matric/Secondary Persons,Educational Level - Matric/Secondary Males,Educational Level - Matric/Secondary Females,Educational Level - Higher Secondary/Intermediate Pre-University/Senior Secondary Persons,Educational Level - Higher Secondary/Intermediate Pre-University/Senior Secondary Males,Educational Level - Higher Secondary/Intermediate Pre-University/Senior Secondary Females,Educational Level - Non-technical Diploma or Certificate Not Equal to Degree Persons,Educational Level - Non-technical Diploma or Certificate Not Equal to Degree Males,Educational Level - Non-technical Diploma or Certificate Not Equal to Degree Females,Educational Level - Technical Diploma or Certificate Not Equal to Degree Persons,Educational Level - Technical Diploma or Certificate Not Equal to Degree Males,Educational Level - Technical Diploma or Certificate Not Equal to Degree Females,Educational Level - Graduate & Above Persons,Educational Level - Graduate & Above Males,Educational Level - Graduate & Above Females,Unclassified - Persons,Unclassified - Males,Unclassified - Females
C2308,29,01,40117000,Urban,Belgaum (M Corp.),All ages,399653,204598,195055,91358,36857,54501,308295,167741,140554,3510,1821,1689,50022,25892,24130,69598,34031,35567,29442,15986,13456,74529,39027,35502,31525,18275,13250,1371,1009,362,7143,5210,1933,41152,26488,14664,3,2,1
C2308,29,01,40117000,Urban,Belgaum (M Corp.),0-6,47642,24768,22874,47642,24768,22874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,01,40117000,Urban,Belgaum (M Corp.),7,6759,3495,3264,1375,662,713,5384,2833,2551,48,28,20,5336,2805,2531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,01,40117000,Urban,Belgaum (M Corp.),8,8067,4152,3915,568,292,276,7499,3860,3639,15,11,4,7484,3849,3635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,01,40117000,Urban,Belgaum (M Corp.),9,6948,3559,3389,275,137,138,6673,3422,3251,11,4,7,6291,3235,3056,371,183,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,01,40117000,Urban,Belgaum (M Corp.),10,9586,5009,4577,368,164,204,9218,4845,4373,26,15,11,6624,3538,3086,2568,1292,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,01,40117000,Urban,Belgaum (M Corp.),11,7315,3751,3564,160,63,97,7155,3688,3467,9,2,7,2319,1314,1005,4827,2372,2455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,01,40117000,Urban,Belgaum (M Corp.),12,9326,4872,4454,337,133,204,8989,4739,4250,27,21,6,956,581,375,7445,3862,3583,561,275,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,01,40117000,Urban,Belgaum (M Corp.),13,7360,3710,3650,198,68,130,7162,3642,3520,14,7,7,288,172,116,4977,2606,2371,1883,857,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,01,40117000,Urban,Belgaum (M Corp.),14,7983,4159,3824,272,127,145,7711,4032,3679,21,16,5,289,183,106,2908,1629,1279,4493,2204,2289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,01,40117000,Urban,Belgaum (M Corp.),15,7378,3828,3550,322,141,181,7056,3687,3369,33,18,15,249,153,96,1201,722,479,4063,2119,1944,1510,675,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,01,40117000,Urban,Belgaum (M Corp.),16,7911,4075,3836,326,144,182,7585,3931,3654,33,15,18,276,172,104,1029,623,406,2404,1353,1051,3843,1768,2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,01,40117000,Urban,Belgaum (M Corp.),17,7040,3749,3291,237,101,136,6803,3648,3155,34,21,13,188,115,73,748,476,272,935,592,343,4898,2444,2454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,01,40117000,Urban,Belgaum (M Corp.),18,10793,5655,5138,573,235,338,10220,5420,4800,92,56,36,405,244,161,1323,784,539,1040,620,420,3849,1962,1887,3169,1546,1623,71,37,34,271,171,100,0,0,0,0,0,0
C2308,29,01,40117000,Urban,Belgaum (M Corp.),19,7375,3774,3601,275,101,174,7100,3673,3427,37,22,15,226,126,100,717,425,292,599,377,222,2202,1108,1094,2921,1384,1537,70,39,31,328,192,136,0,0,0,0,0,0
C2308,29,01,40117000,Urban,Belgaum (M Corp.),20-24,41883,21792,20091,2491,814,1677,39392,20978,18414,414,238,176,1532,856,676,4600,2330,2270,3244,1960,1284,11518,5832,5686,9152,4803,4349,379,239,140,1828,1295,533,6724,3425,3299,1,0,1
C2308,29,01,40117000,Urban,Belgaum (M Corp.),25-29,36419,18071,18348,3426,991,2435,32993,17080,15913,396,202,194,1833,904,929,4896,2176,2720,2265,1218,1047,9937,4787,5150,4605,2616,1989,266,196,70,1317,1049,268,7478,3932,3546,0,0,0
C2308,29,01,40117000,Urban,Belgaum (M Corp.),30-34,30618,15387,15231,3513,1025,2488,27105,14362,12743,348,168,180,1882,930,952,4770,2075,2695,1846,938,908,8007,3904,4103,3201,1991,1210,200,169,31,1069,819,250,5781,3367,2414,1,1,0
C2308,29,01,40117000,Urban,Belgaum (M Corp.),35-39,29827,14584,15243,4566,1241,3325,25261,13343,11918,322,156,166,2297,1107,1190,5539,2368,3171,1605,834,771,7192,3472,3720,2493,1616,877,113,100,13,687,503,184,5013,3187,1826,0,0,0
C2308,29,01,40117000,Urban,Belgaum (M Corp.),40-44,24878,13128,11750,3887,1166,2721,20991,11962,9029,311,140,171,1947,995,952,4697,2167,2530,1233,676,557,5843,3090,2753,1760,1190,570,62,50,12,394,255,139,4743,3398,1345,1,1,0
C2308,29,01,40117000,Urban,Belgaum (M Corp.),45-49,22454,11608,10846,3841,946,2895,18613,10662,7951,284,136,148,1973,960,1013,4387,1891,2496,1066,612,454,5181,2826,2355,1332,945,387,40,31,9,311,191,120,4039,3070,969,0,0,0
C2308,29,01,40117000,Urban,Belgaum (M Corp.),50-54,18151,9833,8318,3483,871,2612,14668,8962,5706,214,118,96,1713,856,857,3608,1622,1986,798,485,313,3941,2456,1485,990,720,270,60,54,6,306,240,66,3038,2411,627,0,0,0
C2308,29,01,40117000,Urban,Belgaum (M Corp.),55-59,12127,6128,5999,2678,534,2144,9449,5594,3855,163,87,76,1460,645,815,2647,1138,1509,473,277,196,2240,1468,772,615,435,180,39,35,4,213,166,47,1599,1343,256,0,0,0
C2308,29,01,40117000,Urban,Belgaum (M Corp.),60-64,11332,5729,5603,3369,718,2651,7963,5011,2952,185,98,87,1446,700,746,2342,1155,1187,378,252,126,1711,1240,471,529,413,116,35,26,9,202,159,43,1135,968,167,0,0,0
C2308,29,01,40117000,Urban,Belgaum (M Corp.),65-69,7856,3693,4163,2478,441,2037,5378,3252,2126,106,49,57,1120,510,610,1589,743,846,245,147,98,1084,765,319,352,281,71,14,14,0,121,99,22,747,644,103,0,0,0
C2308,29,01,40117000,Urban,Belgaum (M Corp.),70-74,5789,2858,2931,2068,430,1638,3721,2428,1293,101,46,55,880,473,407,1145,635,510,166,100,66,753,581,172,196,168,28,9,9,0,42,33,9,429,383,46,0,0,0
C2308,29,01,40117000,Urban,Belgaum (M Corp.),75-79,2998,1456,1542,986,178,808,2012,1278,734,52,22,30,428,186,242,650,378,272,73,44,29,451,357,94,107,82,25,8,6,2,25,19,6,218,184,34,0,0,0
C2308,29,01,40117000,Urban,Belgaum (M Corp.),80+,3317,1455,1862,1449,266,1183,1868,1189,679,66,33,33,545,258,287,577,351,226,53,35,18,328,266,62,88,73,15,5,4,1,23,15,8,183,154,29,0,0,0
C2308,29,01,40117000,Urban,Belgaum (M Corp.),Age not stated,521,320,201,195,100,95,326,220,106,148,92,56,35,25,10,37,28,9,19,11,8,41,26,15,15,12,3,0,0,0,6,4,2,25,22,3,0,0,0
C2308,29,03,40301000,Urban,Bijapur (CMC),All ages,228175,117375,110800,74617,30252,44365,153558,87123,66435,2370,1279,1091,27951,14304,13647,37394,18472,18922,14050,7700,6350,29921,16998,12923,16688,10069,6619,564,456,108,3258,2411,847,21362,15434,5928,0,0,0
C2308,29,03,40301000,Urban,Bijapur (CMC),0-6,31245,16351,14894,31245,16351,14894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,03,40301000,Urban,Bijapur (CMC),7,4506,2315,2191,889,457,432,3617,1858,1759,38,20,18,3579,1838,1741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,03,40301000,Urban,Bijapur (CMC),8,5774,3053,2721,711,334,377,5063,2719,2344,26,15,11,5037,2704,2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,03,40301000,Urban,Bijapur (CMC),9,4493,2188,2305,363,157,206,4130,2031,2099,15,6,9,3772,1858,1914,343,167,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,03,40301000,Urban,Bijapur (CMC),10,6739,3479,3260,726,319,407,6013,3160,2853,31,20,11,4216,2235,1981,1766,905,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,03,40301000,Urban,Bijapur (CMC),11,4351,2227,2124,319,125,194,4032,2102,1930,14,8,6,1280,731,549,2738,1363,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,03,40301000,Urban,Bijapur (CMC),12,6569,3499,3070,754,353,401,5815,3146,2669,15,9,6,796,466,330,4551,2458,2093,453,213,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,03,40301000,Urban,Bijapur (CMC),13,4372,2350,2022,382,185,197,3990,2165,1825,25,13,12,244,142,102,2707,1505,1202,1014,505,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,03,40301000,Urban,Bijapur (CMC),14,5094,2702,2392,484,224,260,4610,2478,2132,36,20,16,262,158,104,1829,1031,798,2483,1269,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,03,40301000,Urban,Bijapur (CMC),15,4850,2608,2242,614,303,311,4236,2305,1931,31,22,9,206,127,79,876,514,362,2226,1223,1003,897,419,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,03,40301000,Urban,Bijapur (CMC),16,5329,2850,2479,612,297,315,4717,2553,2164,46,26,20,242,147,95,758,413,345,1338,799,539,2333,1168,1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,03,40301000,Urban,Bijapur (CMC),17,3972,2155,1817,280,145,135,3692,2010,1682,24,17,7,105,74,31,431,228,203,422,270,152,2710,1421,1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,03,40301000,Urban,Bijapur (CMC),18,7382,3860,3522,1110,488,622,6272,3372,2900,84,43,41,327,196,131,980,510,470,641,375,266,2193,1200,993,1933,954,979,23,18,5,91,76,15,0,0,0,0,0,0
C2308,29,03,40301000,Urban,Bijapur (CMC),19,3607,1895,1712,324,121,203,3283,1774,1509,38,20,18,115,65,50,370,172,198,257,141,116,884,493,391,1488,781,707,39,30,9,92,72,20,0,0,0,0,0,0
C2308,29,03,40301000,Urban,Bijapur (CMC),20-24,23285,12260,11025,3617,1239,2378,19668,11021,8647,313,154,159,751,381,370,2589,1199,1390,1516,909,607,4468,2513,1955,5402,3084,2318,179,130,49,691,495,196,3759,2156,1603,0,0,0
C2308,29,03,40301000,Urban,Bijapur (CMC),25-29,19971,9713,10258,4238,1253,2985,15733,8460,7273,274,137,137,851,354,497,2510,973,1537,931,469,462,3291,1607,1684,2712,1607,1105,110,85,25,644,461,183,4410,2767,1643,0,0,0
C2308,29,03,40301000,Urban,Bijapur (CMC),30-34,16007,8086,7921,4088,1301,2787,11919,6785,5134,190,97,93,796,371,425,2331,987,1344,635,314,321,2473,1267,1206,1610,1041,569,69,59,10,562,408,154,3253,2241,1012,0,0,0
C2308,29,03,40301000,Urban,Bijapur (CMC),35-39,16011,7802,8209,4706,1387,3319,11305,6415,4890,232,124,108,962,417,545,2739,1108,1631,577,274,303,2465,1332,1133,1134,761,373,36,35,1,367,270,97,2793,2094,699,0,0,0
C2308,29,03,40301000,Urban,Bijapur (CMC),40-44,12953,6943,6010,3656,1219,2437,9297,5724,3573,210,119,91,797,377,420,2251,1039,1212,437,227,210,2363,1391,972,763,542,221,18,14,4,229,177,52,2229,1838,391,0,0,0
C2308,29,03,40301000,Urban,Bijapur (CMC),45-49,10882,5794,5088,3150,934,2216,7732,4860,2872,165,91,74,759,337,422,1958,916,1042,378,210,168,1888,1158,730,585,442,143,16,15,1,154,122,32,1829,1569,260,0,0,0
C2308,29,03,40301000,Urban,Bijapur (CMC),50-54,8858,4604,4254,2973,798,2175,5885,3806,2079,132,77,55,652,302,350,1548,689,859,266,177,89,1435,994,441,391,301,90,22,21,1,125,98,27,1314,1147,167,0,0,0
C2308,29,03,40301000,Urban,Bijapur (CMC),55-59,5861,2964,2897,2020,491,1529,3841,2473,1368,94,48,46,554,237,317,1189,559,630,151,97,54,826,631,195,218,179,39,22,20,2,120,93,27,667,609,58,0,0,0
C2308,29,03,40301000,Urban,Bijapur (CMC),60-64,5960,2934,3026,2650,681,1969,3310,2253,1057,101,57,44,541,254,287,1045,566,479,139,93,46,698,576,122,188,166,22,13,13,0,91,72,19,494,456,38,0,0,0
C2308,29,03,40301000,Urban,Bijapur (CMC),65-69,3701,1727,1974,1587,344,1243,2114,1383,731,59,32,27,393,187,206,763,407,356,81,55,26,398,324,74,91,77,14,9,9,0,37,26,11,283,266,17,0,0,0
C2308,29,03,40301000,Urban,Bijapur (CMC),70-74,3039,1433,1606,1472,351,1121,1567,1082,485,63,38,25,334,147,187,529,348,181,56,42,14,312,276,36,66,53,13,3,2,1,25,17,8,179,159,20,0,0,0
C2308,29,03,40301000,Urban,Bijapur (CMC),75-79,1287,656,631,536,119,417,751,537,214,28,16,12,178,91,87,276,183,93,22,18,4,122,114,8,37,33,4,3,3,0,11,10,1,74,69,5,0,0,0
C2308,29,03,40301000,Urban,Bijapur (CMC),80+,1754,766,988,991,221,770,763,545,218,28,17,11,182,98,84,288,209,79,17,12,5,126,107,19,44,35,9,1,1,0,16,13,3,61,53,8,0,0,0
C2308,29,03,40301000,Urban,Bijapur (CMC),Age not stated,323,161,162,120,55,65,203,106,97,58,33,25,20,10,10,29,23,6,10,8,2,39,7,32,26,13,13,1,1,0,3,1,2,17,10,7,0,0,0
C2308,29,04,40403000,Urban,Gulbarga (M Corp.),All ages,422569,219409,203160,148078,62841,85237,274491,156568,117923,7367,4046,3321,45368,23782,21586,65074,33006,32068,26391,14033,12358,55574,32058,23516,30677,18465,12212,1002,858,144,6418,4787,1631,36620,25533,11087,0,0,0
C2308,29,04,40403000,Urban,Gulbarga (M Corp.),0-6,62219,32617,29602,62219,32617,29602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,04,40403000,Urban,Gulbarga (M Corp.),7,9133,4724,4409,2443,1236,1207,6690,3488,3202,86,47,39,6604,3441,3163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,04,40403000,Urban,Gulbarga (M Corp.),8,12546,6394,6152,2339,1144,1195,10207,5250,4957,86,52,34,10121,5198,4923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,04,40403000,Urban,Gulbarga (M Corp.),9,8918,4595,4323,1134,514,620,7784,4081,3703,53,28,25,6726,3570,3156,1005,483,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,04,40403000,Urban,Gulbarga (M Corp.),10,14305,7573,6732,2048,1007,1041,12257,6566,5691,95,58,37,7041,3866,3175,5121,2642,2479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,04,40403000,Urban,Gulbarga (M Corp.),11,8500,4317,4183,818,362,456,7682,3955,3727,44,26,18,2061,1133,928,5577,2796,2781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,04,40403000,Urban,Gulbarga (M Corp.),12,14228,7487,6741,1879,941,938,12349,6546,5803,101,62,39,1695,1021,674,8883,4691,4192,1670,772,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,04,40403000,Urban,Gulbarga (M Corp.),13,8729,4413,4316,826,366,460,7903,4047,3856,58,28,30,430,244,186,4587,2447,2140,2828,1328,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,04,40403000,Urban,Gulbarga (M Corp.),14,10880,5538,5342,1275,611,664,9605,4927,4678,96,46,50,459,260,199,2933,1558,1375,6117,3063,3054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,04,40403000,Urban,Gulbarga (M Corp.),15,9786,5174,4612,1276,651,625,8510,4523,3987,98,56,42,349,203,146,1571,910,661,3740,2055,1685,2752,1299,1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,04,40403000,Urban,Gulbarga (M Corp.),16,11032,5724,5308,1365,629,736,9667,5095,4572,99,63,36,369,217,152,1473,854,619,2171,1245,926,5555,2716,2839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,04,40403000,Urban,Gulbarga (M Corp.),17,6771,3667,3104,590,289,301,6181,3378,2803,68,39,29,160,104,56,617,368,249,675,391,284,4661,2476,2185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,04,40403000,Urban,Gulbarga (M Corp.),18,14390,7688,6702,2265,963,1302,12125,6725,5400,180,93,87,460,278,182,1675,953,722,1129,699,430,4024,2228,1796,4281,2195,2086,62,46,16,314,233,81,0,0,0,0,0,0
C2308,29,04,40403000,Urban,Gulbarga (M Corp.),19,6426,3440,2986,653,243,410,5773,3197,2576,86,45,41,161,104,57,530,290,240,362,230,132,1460,818,642,2848,1441,1407,49,44,5,277,225,52,0,0,0,0,0,0
C2308,29,04,40403000,Urban,Gulbarga (M Corp.),20-24,41037,21854,19183,6521,2314,4207,34516,19540,14976,812,410,402,980,528,452,4328,2128,2200,1854,1097,757,7880,4452,3428,9740,5511,4229,304,247,57,1660,1283,377,6958,3884,3074,0,0,0
C2308,29,04,40403000,Urban,Gulbarga (M Corp.),25-29,35732,17361,18371,8100,2410,5690,27632,14951,12681,916,452,464,1050,430,620,4489,1838,2651,1376,691,685,6226,3233,2993,4469,2660,1809,184,150,34,1184,872,312,7738,4625,3113,0,0,0
C2308,29,04,40403000,Urban,Gulbarga (M Corp.),30-34,28438,14281,14157,7830,2407,5423,20608,11874,8734,734,388,346,950,411,539,4125,1811,2314,1111,573,538,4811,2711,2100,2713,1772,941,127,108,19,907,667,240,5130,3433,1697,0,0,0
C2308,29,04,40403000,Urban,Gulbarga (M Corp.),35-39,29468,14420,15048,9300,2922,6378,20168,11498,8670,831,422,409,1199,511,688,4744,2048,2696,1072,533,539,4710,2745,1965,2354,1539,815,73,67,6,701,478,223,4484,3155,1329,0,0,0
C2308,29,04,40403000,Urban,Gulbarga (M Corp.),40-44,22669,12546,10123,7232,2583,4649,15437,9963,5474,691,407,284,896,453,443,3526,1843,1683,664,367,297,3820,2405,1415,1510,1094,416,38,36,2,412,287,125,3880,3071,809,0,0,0
C2308,29,04,40403000,Urban,Gulbarga (M Corp.),45-49,19104,10447,8657,6208,2020,4188,12896,8427,4469,592,342,250,808,351,457,2861,1376,1485,567,315,252,3378,2207,1171,1144,894,250,33,32,1,275,187,88,3238,2723,515,0,0,0
C2308,29,04,40403000,Urban,Gulbarga (M Corp.),50-54,14502,7987,6515,5528,1758,3770,8974,6229,2745,421,250,171,699,341,358,2072,1100,972,354,208,146,2363,1719,644,650,527,123,50,49,1,248,189,59,2117,1846,271,0,0,0
C2308,29,04,40403000,Urban,Gulbarga (M Corp.),55-59,9265,4863,4402,3520,975,2545,5745,3888,1857,293,178,115,481,201,280,1529,763,766,224,129,95,1399,1019,380,363,315,48,31,31,0,197,164,33,1228,1088,140,0,0,0
C2308,29,04,40403000,Urban,Gulbarga (M Corp.),60-64,9319,4755,4564,4712,1459,3253,4607,3296,1311,325,198,127,536,275,261,1258,729,529,164,108,56,1028,799,229,240,213,27,26,25,1,120,102,18,910,847,63,0,0,0
C2308,29,04,40403000,Urban,Gulbarga (M Corp.),65-69,5641,2786,2855,2795,779,2016,2846,2007,839,164,91,73,420,232,188,837,467,370,117,81,36,617,494,123,167,154,13,14,14,0,53,43,10,457,431,26,0,0,0
C2308,29,04,40403000,Urban,Gulbarga (M Corp.),70-74,4473,2261,2212,2466,797,1669,2007,1464,543,166,98,68,317,175,142,661,452,209,83,62,21,435,372,63,76,65,11,1,1,0,22,17,5,246,222,24,0,0,0
C2308,29,04,40403000,Urban,Gulbarga (M Corp.),75-79,1792,903,889,902,254,648,890,649,241,69,37,32,141,82,59,289,200,89,43,31,12,188,153,35,38,33,5,3,2,1,17,15,2,102,96,6,0,0,0
C2308,29,04,40403000,Urban,Gulbarga (M Corp.),80+,2672,1259,1413,1608,483,1125,1064,776,288,96,60,36,204,131,73,313,223,90,42,37,5,214,175,39,63,40,23,4,4,0,23,18,5,105,88,17,0,0,0
C2308,29,04,40403000,Urban,Gulbarga (M Corp.),Age not stated,594,335,259,226,107,119,368,228,140,107,70,37,51,22,29,70,36,34,28,18,10,53,37,16,21,12,9,3,2,1,8,7,1,27,24,3,0,0,0
C2308,29,05,40503000,Urban,Bidar (CMC),All ages,172877,89934,82943,55670,23697,31973,117207,66237,50970,1950,977,973,18506,9620,8886,27648,13953,13695,11760,6156,5604,24094,13399,10695,14401,8556,5845,417,343,74,2402,1785,617,16029,11448,4581,0,0,0
C2308,29,05,40503000,Urban,Bidar (CMC),0-6,26476,13798,12678,26476,13798,12678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,05,40503000,Urban,Bidar (CMC),7,3877,2037,1840,1117,595,522,2760,1442,1318,47,25,22,2713,1417,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,05,40503000,Urban,Bidar (CMC),8,5433,2831,2602,764,391,373,4669,2440,2229,31,19,12,4638,2421,2217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,05,40503000,Urban,Bidar (CMC),9,3738,1952,1786,360,172,188,3378,1780,1598,12,7,5,2852,1525,1327,514,248,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,05,40503000,Urban,Bidar (CMC),10,5916,3054,2862,586,289,297,5330,2765,2565,20,14,6,2893,1578,1315,2417,1173,1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,05,40503000,Urban,Bidar (CMC),11,3552,1808,1744,211,101,110,3341,1707,1634,6,4,2,745,402,343,2590,1301,1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,05,40503000,Urban,Bidar (CMC),12,6044,3181,2863,513,259,254,5531,2922,2609,20,13,7,636,362,274,3973,2143,1830,902,404,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,05,40503000,Urban,Bidar (CMC),13,3363,1706,1657,186,89,97,3177,1617,1560,8,4,4,147,86,61,1828,1011,817,1194,516,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,05,40503000,Urban,Bidar (CMC),14,4462,2281,2181,314,146,168,4148,2135,2013,15,11,4,163,84,79,1258,686,572,2712,1354,1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,05,40503000,Urban,Bidar (CMC),15,4115,2201,1914,392,205,187,3723,1996,1727,21,9,12,136,73,63,675,406,269,1505,853,652,1386,655,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,05,40503000,Urban,Bidar (CMC),16,4388,2319,2069,352,176,176,4036,2143,1893,34,18,16,123,79,44,566,326,240,935,541,394,2378,1179,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,05,40503000,Urban,Bidar (CMC),17,2592,1353,1239,143,71,72,2449,1282,1167,15,5,10,48,31,17,240,140,100,263,154,109,1883,952,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,05,40503000,Urban,Bidar (CMC),18,5694,2954,2740,631,276,355,5063,2678,2385,63,33,30,140,82,58,611,328,283,516,306,210,1759,951,808,1870,904,966,16,8,8,88,66,22,0,0,0,0,0,0
C2308,29,05,40503000,Urban,Bidar (CMC),19,2442,1296,1146,154,48,106,2288,1248,1040,23,9,14,42,25,17,196,92,104,141,77,64,679,376,303,1116,606,510,19,11,8,72,52,20,0,0,0,0,0,0
C2308,29,05,40503000,Urban,Bidar (CMC),20-24,16445,8695,7750,2008,637,1371,14437,8058,6379,205,98,107,304,156,148,1676,794,882,931,535,396,3415,1827,1588,4530,2568,1962,103,71,32,564,432,132,2709,1577,1132,0,0,0
C2308,29,05,40503000,Urban,Bidar (CMC),25-29,14508,6981,7527,2489,656,1833,12019,6325,5694,249,116,133,392,151,241,1743,695,1048,632,293,339,2740,1255,1485,2260,1259,1001,76,60,16,441,322,119,3486,2174,1312,0,0,0
C2308,29,05,40503000,Urban,Bidar (CMC),30-34,12367,6250,6117,2682,807,1875,9685,5443,4242,218,109,109,389,149,240,1761,757,1004,494,254,240,2283,1163,1120,1483,875,608,66,60,6,367,273,94,2624,1803,821,0,0,0
C2308,29,05,40503000,Urban,Bidar (CMC),35-39,12193,6148,6045,3173,885,2288,9020,5263,3757,196,88,108,411,139,272,2002,847,1155,439,216,223,2132,1173,959,1209,789,420,47,46,1,356,262,94,2228,1703,525,0,0,0
C2308,29,05,40503000,Urban,Bidar (CMC),40-44,9364,5327,4037,2592,884,1708,6772,4443,2329,172,85,87,357,170,187,1577,806,771,329,187,142,1622,1045,577,727,546,181,37,35,2,193,135,58,1758,1434,324,0,0,0
C2308,29,05,40503000,Urban,Bidar (CMC),45-49,7478,4170,3308,2194,653,1541,5284,3517,1767,143,80,63,314,146,168,1245,608,637,279,148,131,1349,921,428,493,400,93,15,15,0,94,64,30,1352,1135,217,0,0,0
C2308,29,05,40503000,Urban,Bidar (CMC),50-54,5653,3185,2468,2110,713,1397,3543,2472,1071,107,56,51,246,133,113,884,472,412,169,100,69,1000,748,252,287,244,43,12,12,0,97,75,22,741,632,109,0,0,0
C2308,29,05,40503000,Urban,Bidar (CMC),55-59,3469,1865,1604,1223,351,872,2246,1514,732,81,34,47,225,97,128,539,269,270,96,65,31,528,383,145,189,165,24,15,15,0,69,52,17,504,434,70,0,0,0
